"prot_id" "length" "nr_p"
"773" "ENSP00000225512" 355 16
"774" "ENSP00000225519" 478 28
"775" "ENSP00000225525" 124 5
"776" "ENSP00000225538" 399 18
"777" "ENSP00000225550" 449 19
"778" "ENSP00000225567" 213 4
"779" "ENSP00000225573" 261 19
"780" "ENSP00000225576" 276 15
"781" "ENSP00000225577" 525 36
"782" "ENSP00000225609" 252 7
"783" "ENSP00000225655" 140 4
"784" "ENSP00000225665" 314 12
"785" "ENSP00000225688" 281 12
"786" "ENSP00000225698" 282 17
"787" "ENSP00000225719" 1380 78
"788" "ENSP00000225724" 250 3
"789" "ENSP00000225726" 483 15
"790" "ENSP00000225728" 131 3
"791" "ENSP00000225729" 364 11
"792" "ENSP00000225737" 662 31
"793" "ENSP00000225777" 224 12
"794" "ENSP00000225792" 614 31
"795" "ENSP00000225823" 563 35
"796" "ENSP00000225831" 99 6
"797" "ENSP00000225842" 96 4
"798" "ENSP00000225844" 98 5
"799" "ENSP00000225899" 448 21
"800" "ENSP00000225916" 837 75
"801" "ENSP00000225927" 743 44
"802" "ENSP00000225941" 366 52
"803" "ENSP00000225964" 1464 278
"804" "ENSP00000225969" 148 8
"805" "ENSP00000225972" 307 14
"806" "ENSP00000225983" 1123 83
"807" "ENSP00000226004" 185 7
"808" "ENSP00000226021" 222 10
"809" "ENSP00000226067" 295 39
"810" "ENSP00000226091" 340 40
"811" "ENSP00000226105" 186 16
"812" "ENSP00000226193" 200 7
"813" "ENSP00000226207" 1939 31
"814" "ENSP00000226218" 478 37
"815" "ENSP00000226225" 316 10
"816" "ENSP00000226230" 176 15
"817" "ENSP00000226247" 648 107
"818" "ENSP00000226253" 364 19
"819" "ENSP00000226279" 300 15
"820" "ENSP00000226284" 317 12
"821" "ENSP00000226299" 519 24
"822" "ENSP00000226317" 114 12
"823" "ENSP00000226319" 842 51
"824" "ENSP00000226355" 599 28
"825" "ENSP00000226382" 314 25
"826" "ENSP00000226413" 328 15
"827" "ENSP00000226432" 699 32
"828" "ENSP00000226444" 294 16
"829" "ENSP00000226460" 134 51
"830" "ENSP00000226524" 104 4
"831" "ENSP00000226574" 969 50
"832" "ENSP00000226578" 879 39
"833" "ENSP00000226730" 153 5
"834" "ENSP00000226760" 890 50
"835" "ENSP00000226796" 217 12
"836" "ENSP00000226798" 258 7
"837" "ENSP00000226951" 428 41
"838" "ENSP00000227065" 482 36
"839" "ENSP00000227155" 267 6
"840" "ENSP00000227163" 271 24
"841" "ENSP00000227266" 463 19
"842" "ENSP00000227322" 459 33
"843" "ENSP00000227348" 393 16
"844" "ENSP00000227349" 778 46
"845" "ENSP00000227451" 619 66
"846" "ENSP00000227471" 597 39
"847" "ENSP00000227474" 481 20
"848" "ENSP00000227507" 295 15
"849" "ENSP00000227520" 360 51
"850" "ENSP00000227524" 504 26
"851" "ENSP00000227525" 243 8
"852" "ENSP00000227638" 426 17
"853" "ENSP00000227667" 99 3
"854" "ENSP00000227752" 578 43
"855" "ENSP00000227756" 607 33
"856" "ENSP00000227868" 501 43
"857" "ENSP00000227880" 581 42
"858" "ENSP00000227918" 93 2
"859" "ENSP00000228027" 388 17
"860" "ENSP00000228136" 183 7
"861" "ENSP00000228251" 372 44
"862" "ENSP00000228280" 273 15
"863" "ENSP00000228284" 963 46
"864" "ENSP00000228318" 362 24
"865" "ENSP00000228347" 1133 54
"866" "ENSP00000228434" 199 8
"867" "ENSP00000228437" 801 54
"868" "ENSP00000228438" 149 1
"869" "ENSP00000228463" 428 39
"870" "ENSP00000228468" 574 33
"871" "ENSP00000228476" 347 22
"872" "ENSP00000228495" 313 10
"873" "ENSP00000228506" 292 18
"874" "ENSP00000228515" 543 37
"875" "ENSP00000228534" 189 14
"876" "ENSP00000228567" 523 31
"877" "ENSP00000228606" 508 41
"878" "ENSP00000228641" 242 18
"879" "ENSP00000228644" 255 18
"880" "ENSP00000228682" 1106 149
"881" "ENSP00000228705" 514 27
"882" "ENSP00000228740" 611 35
"883" "ENSP00000228741" 407 39
"884" "ENSP00000228799" 447 22
"885" "ENSP00000228811" 134 25
"886" "ENSP00000228820" 338 14
"887" "ENSP00000228825" 178 13
"888" "ENSP00000228837" 208 8
"889" "ENSP00000228841" 166 7
"890" "ENSP00000228843" 352 27
"891" "ENSP00000228850" 853 49
"892" "ENSP00000228865" 120 3
"893" "ENSP00000228872" 198 20
"894" "ENSP00000228887" 345 16
"895" "ENSP00000228918" 435 57
"896" "ENSP00000228928" 1087 71
"897" "ENSP00000228936" 314 15
"898" "ENSP00000228938" 128 3
"899" "ENSP00000228945" 201 14
"900" "ENSP00000229002" 205 3
"901" "ENSP00000229030" 581 36
"902" "ENSP00000229134" 171 2
"903" "ENSP00000229135" 166 2
"904" "ENSP00000229179" 925 33
"905" "ENSP00000229195" 540 43
"906" "ENSP00000229214" 381 24
"907" "ENSP00000229238" 128 7
"908" "ENSP00000229239" 335 12
"909" "ENSP00000229243" 543 33
"910" "ENSP00000229264" 340 4
"911" "ENSP00000229266" 406 16
"912" "ENSP00000229268" 858 58
"913" "ENSP00000229270" 286 11
"914" "ENSP00000229281" 126 9
"915" "ENSP00000229304" 236 17
"916" "ENSP00000229307" 305 24
"917" "ENSP00000229314" 138 4
"918" "ENSP00000229328" 270 23
"919" "ENSP00000229329" 434 15
"920" "ENSP00000229330" 792 55
"921" "ENSP00000229332" 237 11
"922" "ENSP00000229335" 198 5
"923" "ENSP00000229340" 201 1
"924" "ENSP00000229379" 109 10
"925" "ENSP00000229390" 221 14
"926" "ENSP00000229395" 253 3
"927" "ENSP00000229402" 225 10
"928" "ENSP00000229416" 637 31
"929" "ENSP00000229447" 293 16
"930" "ENSP00000229554" 716 63
"931" "ENSP00000229583" 248 10
"932" "ENSP00000229595" 204 14
"933" "ENSP00000229633" 182 9
"934" "ENSP00000229708" 244 15
"935" "ENSP00000229729" 710 36
"936" "ENSP00000229758" 447 19
"937" "ENSP00000229769" 536 41
"938" "ENSP00000229771" 542 51
"939" "ENSP00000229795" 360 19
"940" "ENSP00000229812" 465 18
"941" "ENSP00000229829" 250 19
"942" "ENSP00000229903" 183 14
"943" "ENSP00000229922" 477 36
"944" "ENSP00000229955" 419 25
"945" "ENSP00000230036" 840 36
"946" "ENSP00000230048" 140 3
"947" "ENSP00000230050" 132 2
"948" "ENSP00000230053" 323 29
"949" "ENSP00000230056" 209 8
"950" "ENSP00000230085" 162 11
"951" "ENSP00000230122" 697 36
"952" "ENSP00000230124" 907 45
"953" "ENSP00000230256" 457 14
"954" "ENSP00000230301" 469 23
"955" "ENSP00000230321" 246 22
"956" "ENSP00000230340" 437 28
"957" "ENSP00000230361" 200 3
"958" "ENSP00000230381" 346 12
"959" "ENSP00000230431" 174 9
"960" "ENSP00000230449" 924 32
"961" "ENSP00000230461" 361 28
"962" "ENSP00000230538" 1823 79
"963" "ENSP00000230582" 514 26
"964" "ENSP00000230588" 746 31
"965" "ENSP00000230640" 1042 46
"966" "ENSP00000230658" 349 26
"967" "ENSP00000230671" 636 32
"968" "ENSP00000230732" 338 25
"969" "ENSP00000230771" 506 22
"970" "ENSP00000230792" 462 26
"971" "ENSP00000230859" 542 43
"972" "ENSP00000230895" 102 15
"973" "ENSP00000230990" 208 11
"974" "ENSP00000231004" 417 35
"975" "ENSP00000231009" 264 13
"976" "ENSP00000231021" 789 40
"977" "ENSP00000231061" 303 18
"978" "ENSP00000231121" 215 23
"979" "ENSP00000231130" 796 48
"980" "ENSP00000231134" 795 52
"981" "ENSP00000231136" 794 51
"982" "ENSP00000231137" 793 50
"983" "ENSP00000231173" 787 49
"984" "ENSP00000231188" 877 56
"985" "ENSP00000231198" 298 11
"986" "ENSP00000231228" 328 15
"987" "ENSP00000231238" 292 12
"988" "ENSP00000231368" 1025 35
"989" "ENSP00000231420" 514 31
"990" "ENSP00000231449" 153 3
"991" "ENSP00000231454" 134 4
"992" "ENSP00000231461" 359 13
"993" "ENSP00000231484" 1184 88
"994" "ENSP00000231487" 163 10
"995" "ENSP00000231498" 1391 80
"996" "ENSP00000231509" 778 45
"997" "ENSP00000231512" 265 20
"998" "ENSP00000231524" 574 14
"999" "ENSP00000231572" 660 20
"1000" "ENSP00000231656" 265 49
"1001" "ENSP00000231668" 271 6
"1002" "ENSP00000231706" 771 30
"1003" "ENSP00000231721" 782 61
"1004" "ENSP00000231749" 440 21
"1005" "ENSP00000231751" 710 35
"1006" "ENSP00000231790" 756 34
"1007" "ENSP00000231887" 723 47
"1008" "ENSP00000231948" 442 25
"1009" "ENSP00000232003" 525 65
"1010" "ENSP00000232165" 875 34
"1011" "ENSP00000232217" 134 0
"1012" "ENSP00000232219" 197 13
"1013" "ENSP00000232375" 469 24
"1014" "ENSP00000232424" 280 38
"1015" "ENSP00000232461" 350 5
"1016" "ENSP00000232496" 110 7
"1017" "ENSP00000232501" 380 20
"1018" "ENSP00000232564" 340 5
"1019" "ENSP00000232603" 984 36
"1020" "ENSP00000232607" 480 17
"1021" "ENSP00000232744" 478 23
"1022" "ENSP00000232766" 574 22
"1023" "ENSP00000232888" 475 17
"1024" "ENSP00000232892" 399 19
"1025" "ENSP00000232905" 113 3
"1026" "ENSP00000232974" 747 64
"1027" "ENSP00000232975" 161 2
"1028" "ENSP00000232978" 1462 70
"1029" "ENSP00000233027" 841 45
"1030" "ENSP00000233047" 161 7
"1031" "ENSP00000233055" 410 12
"1032" "ENSP00000233057" 551 15
"1033" "ENSP00000233078" 407 67
"1034" "ENSP00000233099" 2071 91
"1035" "ENSP00000233121" 281 17
"1036" "ENSP00000233143" 44 2
"1037" "ENSP00000233146" 934 28
"1038" "ENSP00000233154" 380 17
"1039" "ENSP00000233156" 304 13
"1040" "ENSP00000233202" 550 29
"1041" "ENSP00000233242" 4563 171
"1042" "ENSP00000233331" 356 39
"1043" "ENSP00000233336" 377 21
"1044" "ENSP00000233379" 314 24
"1045" "ENSP00000233468" 125 7
"1046" "ENSP00000233535" 388 30
"1047" "ENSP00000233557" 535 34
"1048" "ENSP00000233575" 470 20
"1049" "ENSP00000233596" 184 9
"1050" "ENSP00000233615" 269 31
"1051" "ENSP00000233616" 837 70
"1052" "ENSP00000233623" 519 48
"1053" "ENSP00000233627" 213 17
"1054" "ENSP00000233630" 259 12
"1055" "ENSP00000233638" 284 33
"1056" "ENSP00000233668" 481 47
"1057" "ENSP00000233710" 430 14
"1058" "ENSP00000233712" 152 6
"1059" "ENSP00000233735" 166 6
"1060" "ENSP00000233809" 325 35
"1061" "ENSP00000233813" 272 19
"1062" "ENSP00000233826" 360 19
"1063" "ENSP00000233838" 758 46
"1064" "ENSP00000233840" 380 31
"1065" "ENSP00000233893" 102 4
"1066" "ENSP00000233948" 365 26
"1067" "ENSP00000233954" 556 21
"1068" "ENSP00000233969" 812 46
"1069" "ENSP00000233997" 251 16
"1070" "ENSP00000234038" 360 5
"1071" "ENSP00000234071" 461 20
"1072" "ENSP00000234091" 134 9
"1073" "ENSP00000234111" 461 22
"1074" "ENSP00000234160" 452 59
"1075" "ENSP00000234170" 1054 36
"1076" "ENSP00000234195" 573 28
"1077" "ENSP00000234198" 328 32
"1078" "ENSP00000234256" 532 26
"1079" "ENSP00000234296" 577 19
"1080" "ENSP00000234310" 170 3
"1081" "ENSP00000234313" 350 14
"1082" "ENSP00000234347" 256 20
"1083" "ENSP00000234371" 398 36
"1084" "ENSP00000234389" 1043 97
"1085" "ENSP00000234392" 290 24
"1086" "ENSP00000234396" 513 29
"1087" "ENSP00000234420" 1360 64
"1088" "ENSP00000234453" 300 16
"1089" "ENSP00000234454" 261 12
"1090" "ENSP00000234488" 869 39
"1091" "ENSP00000234590" 434 16
"1092" "ENSP00000234677" 514 21
"1093" "ENSP00000234701" 914 49
"1094" "ENSP00000234739" 1426 249
"1095" "ENSP00000234798" 321 32
"1096" "ENSP00000234816" 491 23
"1097" "ENSP00000234827" 208 8
"1098" "ENSP00000234831" 323 15
"1099" "ENSP00000234961" 372 25
"1100" "ENSP00000235090" 342 24
"1101" "ENSP00000235307" 121 3
"1102" "ENSP00000235310" 211 12
"1103" "ENSP00000235329" 757 23
"1104" "ENSP00000235332" 388 47
"1105" "ENSP00000235345" 355 8
"1106" "ENSP00000235347" 474 30
"1107" "ENSP00000235349" 478 25
"1108" "ENSP00000235372" 1718 161
"1109" "ENSP00000235382" 211 10
"1110" "ENSP00000235521" 360 15
"1111" "ENSP00000235532" 379 20
"1112" "ENSP00000235628" 368 28
"1113" "ENSP00000235835" 359 21
"1114" "ENSP00000235933" 181 4
"1115" "ENSP00000236040" 804 46
"1116" "ENSP00000236137" 497 24
"1117" "ENSP00000236147" 385 21
"1118" "ENSP00000236166" 418 22
"1119" "ENSP00000236192" 141 5
"1120" "ENSP00000236273" 243 6
"1121" "ENSP00000236495" 706 38
"1122" "ENSP00000236671" 412 26
"1123" "ENSP00000236709" 340 21
"1124" "ENSP00000236826" 467 31
"1125" "ENSP00000236850" 267 10
"1126" "ENSP00000236877" 921 42
"1127" "ENSP00000236918" 298 7
"1128" "ENSP00000236925" 1489 103
"1129" "ENSP00000236959" 592 25
"1130" "ENSP00000236979" 55 1
"1131" "ENSP00000236980" 710 22
"1132" "ENSP00000237014" 147 8
"1133" "ENSP00000237163" 2476 110
"1134" "ENSP00000237172" 1213 49
"1135" "ENSP00000237201" 294 12
"1136" "ENSP00000237264" 186 8
"1137" "ENSP00000237275" 222 22
"1138" "ENSP00000237281" 745 35
"1139" "ENSP00000237283" 191 11
"1140" "ENSP00000237353" 1007 11
"1141" "ENSP00000237380" 178 17
"1142" "ENSP00000237455" 685 30
"1143" "ENSP00000237530" 631 25
"1144" "ENSP00000237536" 1661 98
"1145" "ENSP00000237596" 968 42
"1146" "ENSP00000237612" 655 24
"1147" "ENSP00000237642" 358 17
"1148" "ENSP00000237654" 377 24
"1149" "ENSP00000237696" 294 26
"1150" "ENSP00000237822" 325 22
"1151" "ENSP00000237837" 251 21
"1152" "ENSP00000237853" 640 44
"1153" "ENSP00000237889" 98 3
"1154" "ENSP00000237937" 213 17
"1155" "ENSP00000238018" 471 21
"1156" "ENSP00000238044" 148 8
"1157" "ENSP00000238112" 684 28
"1158" "ENSP00000238146" 600 26
"1159" "ENSP00000238156" 331 23
"1160" "ENSP00000238256" 1219 82
"1161" "ENSP00000238379" 251 16
"1162" "ENSP00000238497" 444 25
"1163" "ENSP00000238508" 397 13
"1164" "ENSP00000238558" 257 22
"1165" "ENSP00000238561" 523 18
"1166" "ENSP00000238609" 130 9
"1167" "ENSP00000238616" 979 48
"1168" "ENSP00000238618" 99 2
"1169" "ENSP00000238628" 213 8
"1170" "ENSP00000238647" 796 96
"1171" "ENSP00000238651" 483 40
"1172" "ENSP00000238667" 526 29
"1173" "ENSP00000238682" 412 24
"1174" "ENSP00000238714" 736 48
"1175" "ENSP00000238721" 332 20
"1176" "ENSP00000238738" 205 12
"1177" "ENSP00000238788" 689 41
"1178" "ENSP00000238789" 1458 72
"1179" "ENSP00000238823" 518 25
"1180" "ENSP00000238831" 244 17
"1181" "ENSP00000238855" 936 52
"1182" "ENSP00000238875" 172 12
"1183" "ENSP00000238892" 101 3
"1184" "ENSP00000238936" 517 22
"1185" "ENSP00000238994" 317 19
"1186" "ENSP00000239032" 370 20
"1187" "ENSP00000239125" 257 39
"1188" "ENSP00000239144" 243 17
"1189" "ENSP00000239151" 269 19
"1190" "ENSP00000239165" 217 10
"1191" "ENSP00000239223" 367 17
"1192" "ENSP00000239231" 370 11
"1193" "ENSP00000239243" 267 33
"1194" "ENSP00000239316" 139 11
"1195" "ENSP00000239347" 189 5
"1196" "ENSP00000239367" 500 38
"1197" "ENSP00000239374" 715 6
"1198" "ENSP00000239440" 1544 143
"1199" "ENSP00000239444" 801 46
"1200" "ENSP00000239446" 800 45
"1201" "ENSP00000239449" 798 43
"1202" "ENSP00000239450" 795 48
"1203" "ENSP00000239451" 301 10
"1204" "ENSP00000239461" 245 13
"1205" "ENSP00000239462" 1299 67
"1206" "ENSP00000239587" 592 35
"1207" "ENSP00000239614" 507 32
"1208" "ENSP00000239666" 140 13
"1209" "ENSP00000239690" 583 24
"1210" "ENSP00000239830" 488 12
"1211" "ENSP00000239882" 619 50
"1212" "ENSP00000239891" 324 12
"1213" "ENSP00000239906" 392 54
"1214" "ENSP00000239926" 498 35
"1215" "ENSP00000239938" 543 70
"1216" "ENSP00000239940" 140 2
"1217" "ENSP00000240055" 207 5
"1218" "ENSP00000240079" 194 12
"1219" "ENSP00000240100" 394 26
"1220" "ENSP00000240123" 671 76
"1221" "ENSP00000240185" 414 16
"1222" "ENSP00000240189" 474 27
"1223" "ENSP00000240285" 341 13
"1224" "ENSP00000240306" 240 32
"1225" "ENSP00000240316" 576 35
"1226" "ENSP00000240328" 712 77
"1227" "ENSP00000240333" 359 21
"1228" "ENSP00000240335" 545 52
"1229" "ENSP00000240361" 1497 96
"1230" "ENSP00000240364" 453 61
"1231" "ENSP00000240423" 741 48
"1232" "ENSP00000240488" 205 4
"1233" "ENSP00000240499" 474 17
"1234" "ENSP00000240587" 1081 77
"1235" "ENSP00000240615" 309 8
"1236" "ENSP00000240617" 553 34
"1237" "ENSP00000240618" 216 8
"1238" "ENSP00000240619" 307 3
"1239" "ENSP00000240651" 500 16
"1240" "ENSP00000240652" 89 3
"1241" "ENSP00000240662" 424 14
"1242" "ENSP00000240687" 318 7
"1243" "ENSP00000240691" 312 12
"1244" "ENSP00000240851" 400 49
"1245" "ENSP00000240874" 1663 42
"1246" "ENSP00000240922" 169 5
"1247" "ENSP00000241014" 711 68
"1248" "ENSP00000241041" 346 24
"1249" "ENSP00000241051" 511 24
"1250" "ENSP00000241052" 527 37
"1251" "ENSP00000241125" 435 43
"1252" "ENSP00000241256" 366 16
"1253" "ENSP00000241261" 281 8
"1254" "ENSP00000241305" 756 50
"1255" "ENSP00000241337" 218 12
"1256" "ENSP00000241416" 513 30
"1257" "ENSP00000241436" 870 36
"1258" "ENSP00000241453" 993 43
"1259" "ENSP00000241463" 242 15
"1260" "ENSP00000241502" 318 19
"1261" "ENSP00000241651" 224 21
"1262" "ENSP00000242057" 848 58
"1263" "ENSP00000242067" 887 38
"1264" "ENSP00000242104" 109 2
"1265" "ENSP00000242108" 569 35
"1266" "ENSP00000242109" 138 10
"1267" "ENSP00000242140" 483 136
"1268" "ENSP00000242159" 230 12
"1269" "ENSP00000242208" 426 21
"1270" "ENSP00000242249" 148 10
"1271" "ENSP00000242257" 246 13
"1272" "ENSP00000242261" 202 11
"1273" "ENSP00000242285" 248 18
"1274" "ENSP00000242315" 400 24
"1275" "ENSP00000242351" 902 49
"1276" "ENSP00000242375" 326 20
"1277" "ENSP00000242462" 214 21
"1278" "ENSP00000242465" 158 8
"1279" "ENSP00000242480" 476 67
"1280" "ENSP00000242505" 582 47
"1281" "ENSP00000242576" 313 28
"1282" "ENSP00000242591" 676 13
"1283" "ENSP00000242592" 412 17
"1284" "ENSP00000242719" 154 16
"1285" "ENSP00000242728" 482 53
"1286" "ENSP00000242729" 243 12
"1287" "ENSP00000242776" 427 18
"1288" "ENSP00000242784" 176 14
"1289" "ENSP00000242786" 835 41
"1290" "ENSP00000242804" 627 28
"1291" "ENSP00000242819" 233 5
"1292" "ENSP00000242827" 206 5
"1293" "ENSP00000242839" 1465 72
"1294" "ENSP00000242994" 331 27
"1295" "ENSP00000243045" 153 8
"1296" "ENSP00000243052" 536 25
"1297" "ENSP00000243056" 330 36
"1298" "ENSP00000243077" 4544 230
"1299" "ENSP00000243103" 282 30
"1300" "ENSP00000243108" 235 8
"1301" "ENSP00000243167" 579 39
"1302" "ENSP00000243189" 290 15
"1303" "ENSP00000243253" 476 19
"1304" "ENSP00000243298" 201 4
"1305" "ENSP00000243314" 315 18
"1306" "ENSP00000243326" 2472 120
"1307" "ENSP00000243344" 1316 39
"1308" "ENSP00000243346" 307 10
"1309" "ENSP00000243347" 277 10
"1310" "ENSP00000243349" 493 19
"1311" "ENSP00000243389" 476 26
"1312" "ENSP00000243440" 127 14
"1313" "ENSP00000243457" 427 14
"1314" "ENSP00000243501" 189 9
"1315" "ENSP00000243563" 282 35
"1316" "ENSP00000243578" 175 8
"1317" "ENSP00000243611" 252 15
"1318" "ENSP00000243644" 532 19
"1319" "ENSP00000243662" 211 7
"1320" "ENSP00000243673" 423 25
"1321" "ENSP00000243706" 603 9
"1322" "ENSP00000243776" 775 64
"1323" "ENSP00000243786" 366 41
"1324" "ENSP00000243878" 346 36
"1325" "ENSP00000243903" 607 39
"1326" "ENSP00000243911" 323 13
"1327" "ENSP00000243918" 156 7
"1328" "ENSP00000243924" 117 11
"1329" "ENSP00000243938" 231 20
"1330" "ENSP00000243997" 51 0
"1331" "ENSP00000244007" 1291 69
"1332" "ENSP00000244020" 344 14
"1333" "ENSP00000244040" 194 9
"1334" "ENSP00000244043" 500 28
"1335" "ENSP00000244050" 264 27
"1336" "ENSP00000244051" 460 26
"1337" "ENSP00000244061" 228 16
"1338" "ENSP00000244096" 369 29
"1339" "ENSP00000244137" 493 21
"1340" "ENSP00000244174" 521 42
"1341" "ENSP00000244217" 176 10
"1342" "ENSP00000244221" 123 6
"1343" "ENSP00000244227" 155 6
"1344" "ENSP00000244230" 681 22
"1345" "ENSP00000244241" 197 18
"1346" "ENSP00000244289" 1076 88
"1347" "ENSP00000244314" 463 27
"1348" "ENSP00000244333" 346 29
"1349" "ENSP00000244336" 349 28
"1350" "ENSP00000244360" 420 39
"1351" "ENSP00000244426" 447 21
"1352" "ENSP00000244496" 259 13
"1353" "ENSP00000244513" 526 42
"1354" "ENSP00000244519" 584 38
"1355" "ENSP00000244520" 159 40
"1356" "ENSP00000244527" 467 24
"1357" "ENSP00000244534" 221 22
"1358" "ENSP00000244537" 103 1
"1359" "ENSP00000244565" 518 39
"1360" "ENSP00000244571" 985 55
"1361" "ENSP00000244573" 215 19
"1362" "ENSP00000244576" 358 15
"1363" "ENSP00000244623" 313 14
"1364" "ENSP00000244669" 224 10
"1365" "ENSP00000244709" 234 16
"1366" "ENSP00000244711" 185 19
"1367" "ENSP00000244728" 957 106
"1368" "ENSP00000244745" 474 29
"1369" "ENSP00000244751" 593 36
"1370" "ENSP00000244763" 286 18
"1371" "ENSP00000244769" 815 87
"1372" "ENSP00000244869" 169 8
"1373" "ENSP00000244926" 90 4
"1374" "ENSP00000244930" 95 1
"1375" "ENSP00000245046" 261 13
"1376" "ENSP00000245105" 1336 77
"1377" "ENSP00000245121" 466 23
"1378" "ENSP00000245157" 721 23
"1379" "ENSP00000245185" 61 2
"1380" "ENSP00000245206" 430 21
"1381" "ENSP00000245222" 654 79
"1382" "ENSP00000245255" 861 43
"1383" "ENSP00000245304" 183 7
"1384" "ENSP00000245312" 348 18
"1385" "ENSP00000245323" 333 21
"1386" "ENSP00000245407" 557 27
"1387" "ENSP00000245414" 325 29
"1388" "ENSP00000245451" 408 24
"1389" "ENSP00000245457" 358 15
"1390" "ENSP00000245479" 509 70
"1391" "ENSP00000245503" 1941 30
"1392" "ENSP00000245539" 242 15
"1393" "ENSP00000245543" 198 14
"1394" "ENSP00000245544" 656 24
"1395" "ENSP00000245552" 201 13
"1396" "ENSP00000245564" 570 44
"1397" "ENSP00000245615" 472 35
"1398" "ENSP00000245620" 632 62
"1399" "ENSP00000245680" 523 23
"1400" "ENSP00000245787" 225 11
"1401" "ENSP00000245796" 1056 110
"1402" "ENSP00000245810" 156 8
"1403" "ENSP00000245812" 221 16
"1404" "ENSP00000245816" 277 23
"1405" "ENSP00000245817" 254 21
"1406" "ENSP00000245838" 1593 71
"1407" "ENSP00000245903" 193 13
"1408" "ENSP00000245907" 1663 83
"1409" "ENSP00000245908" 576 56
"1410" "ENSP00000245919" 338 44
"1411" "ENSP00000245923" 545 43
"1412" "ENSP00000245932" 380 56
"1413" "ENSP00000245934" 1274 89
"1414" "ENSP00000245957" 1237 64
"1415" "ENSP00000245960" 580 47
"1416" "ENSP00000245983" 120 13
"1417" "ENSP00000246006" 652 53
"1418" "ENSP00000246012" 142 6
"1419" "ENSP00000246024" 349 20
"1420" "ENSP00000246062" 570 23
"1421" "ENSP00000246069" 165 7
"1422" "ENSP00000246070" 280 10
"1423" "ENSP00000246071" 225 14
"1424" "ENSP00000246080" 199 13
"1425" "ENSP00000246081" 128 4
"1426" "ENSP00000246104" 307 28
"1427" "ENSP00000246105" 183 17
"1428" "ENSP00000246112" 572 46
"1429" "ENSP00000246115" 384 14
"1430" "ENSP00000246117" 563 22
"1431" "ENSP00000246151" 211 9
"1432" "ENSP00000246166" 437 28
"1433" "ENSP00000246186" 645 65
"1434" "ENSP00000246190" 396 28
"1435" "ENSP00000246194" 306 16
"1436" "ENSP00000246229" 496 47
"1437" "ENSP00000246337" 367 26
"1438" "ENSP00000246421" 266 20
"1439" "ENSP00000246515" 103 5
"1440" "ENSP00000246532" 355 44
"1441" "ENSP00000246533" 268 7
"1442" "ENSP00000246535" 358 29
"1443" "ENSP00000246548" 640 30
"1444" "ENSP00000246551" 93 8
